"order_number","order_date","order_year","customer_key","customer_name","gender","birthday","age","store_key","country","state","order_revenue","order_profit","total_quantity"
"792010",2017-03-02,2017,1053754,Isaac Marsden,Male,1978-04-20,48,42,United Kingdom,North Down,1967.87,986.53,17
"792011",2017-03-02,2017,1334387,Kyle Valentine,Male,1941-04-04,85,65,United States,West Virginia,210.39,113.64,3
"792012",2017-03-02,2017,410798,Franziska Kuster,Female,1996-10-13,30,20,Germany,Brandenburg,743.91,388.32,5
"793000",2017-03-03,2017,1291471,Cynthia Puleo,Female,1950-05-17,76,55,United States,Nevada,1098.00,538.20,3
"793001",2017-03-03,2017,1820906,Rosalyn Stern,Female,1954-04-10,72,54,United States,Nebraska,1854.05,945.00,19
"793003",2017-03-03,2017,1848327,Veronica Holt,Female,1973-06-09,53,53,United States,Montana,1699.45,860.01,10
"793004",2017-03-03,2017,574579,Uta Eberhart,Female,1974-07-21,52,20,Germany,Brandenburg,230.90,152.27,2
"793005",2017-03-03,2017,1133148,Danielle Mitchell,Female,1997-02-18,29,37,United Kingdom,Ayrshire,99.99,54.01,1
"793007",2017-03-03,2017,1016078,Luke Connolly,Male,1946-11-19,80,41,United Kingdom,Fermanagh,689.70,338.07,3
"793008",2017-03-03,2017,1458743,Laura Forsyth,Female,1967-06-17,59,65,United States,West Virginia,10309.00,6893.41,11
"794000",2017-03-04,2017,93339,Bianca Boston,Female,1940-01-07,86,0,Online,Online,12421.56,6832.99,24
"794001",2017-03-04,2017,1107471,Benjamin Porter,Male,1985-07-25,41,42,United Kingdom,North Down,3100.00,1674.40,10
"794002",2017-03-04,2017,1178728,Patrick Webb,Male,1996-12-24,30,42,United Kingdom,North Down,2842.47,1524.84,6
"794003",2017-03-04,2017,1639435,Joan White,Female,1986-05-04,40,51,United States,Maine,2323.23,1268.45,10
"794004",2017-03-04,2017,1408415,Kevin Rubio,Male,1962-11-07,64,63,United States,Utah,624.97,412.56,4
"794005",2017-03-04,2017,1382863,Angelina Adams,Female,1948-08-17,78,45,United States,Connecticut,1038.98,605.67,3
"794006",2017-03-04,2017,626560,Arno Blanc,Male,1967-11-15,59,13,France,Corse,7566.09,4073.76,19
"794007",2017-03-04,2017,368295,Margarita Mayle,Female,1953-04-10,73,10,Canada,Nunavut,8206.94,4460.99,14
"794008",2017-03-04,2017,1351498,Cordelia Haney,Female,1963-11-12,63,48,United States,Idaho,4864.94,2931.72,11
"794009",2017-03-04,2017,353313,Margie Adelson,Female,1958-06-08,68,8,Canada,Newfoundland and Labrador,1752.00,1171.52,8
"794011",2017-03-04,2017,445719,Christine Jung,Female,1964-12-29,62,27,Germany,Sachsen-Anhalt,758.00,409.42,1
"794012",2017-03-04,2017,1013139,Alex Wheeler,Male,1942-09-22,84,40,United Kingdom,Dungannon and South Tyrone,564.00,304.65,3
"794013",2017-03-04,2017,692519,Jos�phine Grenier,Female,1978-04-04,48,13,France,Corse,6953.99,4005.93,19
"794014",2017-03-04,2017,381656,Marie Lewis,Female,1935-03-09,91,9,Canada,Northwest Territories,2039.93,1318.97,9
"794015",2017-03-04,2017,80128,Natalie Smeaton,Female,1939-09-06,87,5,Australia,Victoria,91.56,61.24,4
"795000",2017-03-05,2017,1964297,Eloise Sicard,Female,1944-08-29,82,50,United States,Kansas,1979.63,1143.82,9
"796000",2017-03-06,2017,983422,Alexander Fowler,Male,1944-05-17,82,36,United Kingdom,Armagh,1996.69,1032.65,19
"796001",2017-03-06,2017,340771,Andrew Washburn,Male,1966-06-08,60,0,Online,Online,2507.82,1269.12,18
"796002",2017-03-06,2017,1594267,Elizabeth Cole,Female,1935-04-24,91,51,United States,Maine,27.78,15.00,2
"796004",2017-03-06,2017,2094190,Cencio Ruelas,Male,1947-03-26,79,0,Online,Online,4578.94,2430.56,14
"796005",2017-03-06,2017,517979,Marko Osterhagen,Male,1943-09-06,83,23,Germany,Hamburg,453.32,234.98,6
"796006",2017-03-06,2017,73704,Ebony Forlong,Female,1968-12-07,58,0,Online,Online,456.99,247.21,4
"797000",2017-03-07,2017,2017884,Victoria Clemens,Female,1986-10-23,40,66,United States,Wyoming,310.00,167.44,1
"797001",2017-03-07,2017,1745187,Arthur Grady,Male,1960-01-21,66,0,Online,Online,2736.98,1781.18,7
"797003",2017-03-07,2017,1089571,Scott Taylor,Male,1988-04-02,38,36,United Kingdom,Armagh,1728.18,981.74,9
"797004",2017-03-07,2017,1616350,Amos Carter,Male,1935-02-06,91,59,United States,Oregon,2940.00,1965.93,3
"797006",2017-03-07,2017,1825948,William Youmans,Male,1968-07-08,58,0,Online,Online,99.99,54.01,1
"797008",2017-03-07,2017,1025562,Callum Stephenson,Male,1946-12-15,80,40,United Kingdom,Dungannon and South Tyrone,488.90,278.74,2
"798000",2017-03-08,2017,857048,Allert Rijkeboer,Male,1971-12-30,55,0,Online,Online,360.00,194.46,3
"798001",2017-03-08,2017,354142,Jordan Hill,Male,1995-01-22,31,10,Canada,Nunavut,1379.40,676.14,6
"798002",2017-03-08,2017,1181678,Dominic O'Brien,Male,1980-04-21,46,39,United Kingdom,Blaenau Gwent,9607.66,6337.16,10
"798004",2017-03-08,2017,1895594,David Murley,Male,1954-07-04,72,63,United States,Utah,269.00,131.86,1
"798005",2017-03-08,2017,1451427,Raymond Dever,Male,1954-05-08,72,53,United States,Montana,1477.00,793.84,3
"798006",2017-03-08,2017,2038841,Michal Black,Male,1973-07-26,53,54,United States,Nebraska,12163.48,6959.50,24
"798007",2017-03-08,2017,1756123,Sol Wiens,Male,1936-02-03,90,50,United States,Kansas,6380.70,3565.23,7
"798008",2017-03-08,2017,382539,Mayra Bramble,Female,1992-01-20,34,10,Canada,Nunavut,365.67,196.23,3
"798009",2017-03-08,2017,1294930,Janet Hess,Female,1999-12-05,27,48,United States,Idaho,75.96,41.04,6
"798010",2017-03-08,2017,1962126,Ganix Vera,Male,1997-02-18,29,0,Online,Online,2743.61,1403.98,12
"798011",2017-03-08,2017,365953,Wendy Miller,Female,1968-03-27,58,8,Canada,Newfoundland and Labrador,1545.00,757.32,6
"799000",2017-03-09,2017,490731,Anne Klein,Female,1987-03-16,39,24,Germany,Hessen,344.00,168.64,8
"799001",2017-03-09,2017,2098223,Hansine Davidsen,Female,1987-11-02,39,64,United States,Washington DC,9467.69,5376.67,29
"799002",2017-03-09,2017,244921,Benjamin Weaver,Male,1938-07-12,88,8,Canada,Newfoundland and Labrador,2524.89,1507.47,9
"799003",2017-03-09,2017,2007280,Kvetoslava Markov�,Female,1946-07-29,80,54,United States,Nebraska,957.97,517.43,4
"799004",2017-03-09,2017,905099,Adam Butler,Male,1944-05-02,82,37,United Kingdom,Ayrshire,1929.38,1030.00,14
"799005",2017-03-09,2017,490850,Max Kaufmann,Male,1970-02-12,56,22,Germany,Freistaat Thüringen,229.90,112.69,1
"799006",2017-03-09,2017,1791069,Samuel Patao,Male,1945-04-16,81,0,Online,Online,1331.89,696.43,8
"799007",2017-03-09,2017,1533246,Jose Merkle,Male,1997-10-18,29,64,United States,Washington DC,119.99,58.82,1
"799008",2017-03-09,2017,665370,Halette Sabourin,Female,1971-03-19,55,0,Online,Online,790.00,426.70,10
"799009",2017-03-09,2017,1525943,Anita Baker,Female,1964-02-16,62,56,United States,New Hampshire,1991.49,976.16,12
"799010",2017-03-09,2017,1719829,Carl Donovan,Male,1973-06-19,53,50,United States,Kansas,1184.97,792.37,1
"799011",2017-03-09,2017,735046,Ortensia Marino,Female,1994-03-03,32,28,Italy,Caltanissetta,598.78,323.42,14
"799012",2017-03-09,2017,148716,Layla Bateson,Female,1961-08-12,65,5,Australia,Victoria,3264.80,1755.23,28
"800000",2017-03-10,2017,247129,Edward Sims,Male,1998-03-08,28,8,Canada,Newfoundland and Labrador,6813.00,4555.71,7
"800002",2017-03-10,2017,417360,Ralf Schweitzer,Male,1965-04-17,61,23,Germany,Hamburg,499.98,334.32,2
"800003",2017-03-10,2017,784572,Gilda Rizzo,Female,1996-11-19,30,30,Italy,Pesaro,19656.97,12602.69,16
"800006",2017-03-10,2017,293369,Glenn Huerta,Male,1989-07-30,37,0,Online,Online,4054.35,2189.90,13
"800007",2017-03-10,2017,1815874,Latanya Acevedo,Female,2000-07-30,26,48,United States,Idaho,593.88,320.78,3
"800008",2017-03-10,2017,1049709,Matilda Weston,Female,1990-02-08,36,38,United Kingdom,Belfast,1118.00,603.88,2
"801000",2017-03-11,2017,2098223,Hansine Davidsen,Female,1987-11-02,39,0,Online,Online,3407.00,1794.33,16
"801001",2017-03-11,2017,364820,Robert Newsome,Male,1988-04-21,38,0,Online,Online,1775.20,1091.06,19
"801002",2017-03-11,2017,1259448,Howard Rothe,Male,1939-12-01,87,47,United States,Hawaii,5171.48,3205.64,15
"801003",2017-03-11,2017,554027,Ines Friedmann,Female,1983-08-01,43,19,Germany,Berlin,749.97,405.08,4
"801004",2017-03-11,2017,1688818,Matthew Rivera,Male,1982-07-14,44,50,United States,Kansas,3782.97,2525.85,9
"801005",2017-03-11,2017,899137,Ilone van Zanen,Female,2001-12-27,25,33,Netherlands,Friesland,1846.83,988.95,16
"801006",2017-03-11,2017,1799269,Nancy Begay,Female,1967-09-29,59,64,United States,Washington DC,2249.91,1504.44,9
"801007",2017-03-11,2017,1479015,Mariann Young,Female,1945-03-01,81,56,United States,New Hampshire,3140.97,1696.56,6
"801008",2017-03-11,2017,1060423,Eleanor Jackson,Female,1971-03-14,55,41,United Kingdom,Fermanagh,639.95,313.70,5
"801009",2017-03-11,2017,1586491,Ruby Brown,Female,1986-02-14,40,63,United States,Utah,2179.92,1457.67,8
"801010",2017-03-11,2017,1673040,Ronny Alston,Male,1954-09-18,72,57,United States,New Mexico,599.00,323.54,1
"801011",2017-03-11,2017,1694565,Jerry Dixon,Male,1952-02-13,74,51,United States,Maine,112.00,54.90,2
"801012",2017-03-11,2017,1541000,Adam Davis,Male,1937-10-31,89,54,United States,Nebraska,289.00,156.10,1
"801013",2017-03-11,2017,302755,Anthony Buchanan,Male,1950-10-03,76,8,Canada,Newfoundland and Labrador,376.00,203.10,2
"801014",2017-03-11,2017,1957844,I�aqui Col�n,Male,1942-11-13,84,63,United States,Utah,1193.00,640.15,7
"801015",2017-03-11,2017,719846,Maddalena Greece,Female,1997-05-05,29,29,Italy,Enna,1973.35,982.25,10
"802000",2017-03-12,2017,1817680,Paul Lilly,Male,1995-12-05,31,65,United States,West Virginia,249.99,167.16,1
"803000",2017-03-13,2017,1076090,Luca Morris,Male,1992-01-21,34,0,Online,Online,665.00,359.19,1
"803001",2017-03-13,2017,1409340,Lenora Hernandez,Female,1992-03-18,34,53,United States,Montana,630.00,326.25,11
"803004",2017-03-13,2017,1504616,Justin Helms,Male,2000-06-22,26,45,United States,Connecticut,929.85,478.87,8
"803005",2017-03-13,2017,935232,Aaron Hughes,Male,1935-04-16,91,37,United Kingdom,Ayrshire,4272.77,2678.97,8
"804000",2017-03-14,2017,504968,Jennifer Aachen,Female,1991-01-25,35,24,Germany,Hessen,212.46,113.38,5
"804002",2017-03-14,2017,1618579,Pamela Balzer,Female,1982-06-16,44,64,United States,Washington DC,1906.00,1241.59,2
"804003",2017-03-14,2017,217424,John Ross,Male,1937-04-14,89,9,Canada,Northwest Territories,1340.67,877.26,12
"804004",2017-03-14,2017,1482039,Keith Bouchard,Male,1958-03-28,68,0,Online,Online,2834.93,1508.84,18
"804005",2017-03-14,2017,1801198,Brad White,Male,1968-05-03,58,50,United States,Kansas,249.96,134.28,5
"805000",2017-03-15,2017,1811725,Lawrence Sweeney,Male,1984-01-19,42,61,United States,South Carolina,4500.64,2430.96,14
"805001",2017-03-15,2017,2077084,Radomil Gorski,Male,1948-02-16,78,61,United States,South Carolina,107.85,52.85,5
"805002",2017-03-15,2017,1691683,Jeanette Martinez,Female,1962-05-25,64,43,United States,Alaska,2331.80,1453.58,12
"805003",2017-03-15,2017,1357991,Frank Akins,Male,1973-08-03,53,59,United States,Oregon,3485.99,2310.45,5
"805004",2017-03-15,2017,81018,Riley De La Rue,Male,1951-08-06,75,5,Australia,Victoria,2947.59,1590.27,18
"805005",2017-03-15,2017,1600939,Juan Manigault,Male,1960-05-30,66,51,United States,Maine,4602.99,2471.79,10
"806000",2017-03-16,2017,1941945,Julia Diederich,Female,1943-01-10,83,57,United States,New Mexico,16260.00,10872.74,8
"806001",2017-03-16,2017,2047895,Damir Jelic,Male,1987-06-25,39,64,United States,Washington DC,3016.00,1629.05,8
"806002",2017-03-16,2017,1724782,Samantha Maldonado,Female,1954-01-19,72,0,Online,Online,1246.05,688.64,4
"806004",2017-03-16,2017,1383155,Katie Billingsley,Female,1946-02-25,80,53,United States,Montana,564.00,304.65,3
"806005",2017-03-16,2017,535370,Jennifer Sch�fer,Female,1982-07-25,44,27,Germany,Sachsen-Anhalt,1867.50,1110.86,8
"807001",2017-03-17,2017,1788303,Phillip Jensen,Male,1991-01-13,35,43,United States,Alaska,3766.00,1994.32,13
"808000",2017-03-18,2017,1802872,Brian Grimm,Male,1967-06-21,59,48,United States,Idaho,519.98,347.70,2
"808001",2017-03-18,2017,1868588,Shane Harry,Male,1963-04-15,63,44,United States,Arkansas,3420.00,2150.12,8
"846000",2017-04-25,2017,400856,Gabriele Schmidt,Female,1996-11-06,30,0,Online,Online,1314.00,878.64,6
"847000",2017-04-26,2017,162355,Rachel Shand,Female,1958-04-09,68,5,Australia,Victoria,660.00,356.48,2
"847001",2017-04-26,2017,1699480,Douglas Johnson,Male,1990-10-26,36,43,United States,Alaska,299.90,147.00,2
"847002",2017-04-26,2017,826253,Serhat Ritsema,Male,1974-08-07,52,34,Netherlands,Groningen,1135.99,613.58,5
"848001",2017-04-27,2017,1094291,Cerys Bailey,Female,1952-08-01,74,0,Online,Online,319.00,156.36,1
"848002",2017-04-27,2017,389013,Carolyn Benn,Female,1976-05-10,50,8,Canada,Newfoundland and Labrador,3031.74,1630.54,14
"848003",2017-04-27,2017,1700023,Eleanor Stephen,Female,1955-04-11,71,47,United States,Hawaii,5307.97,3074.62,10
"848004",2017-04-27,2017,1480971,Jennifer Sutherland,Female,1971-07-20,55,64,United States,Washington DC,1692.89,887.54,9
"848005",2017-04-27,2017,2023998,Wilgot Abrahamsson,Male,1957-03-28,69,0,Online,Online,917.89,547.64,11
"849000",2017-04-28,2017,1535508,Bradley Wilson,Male,1970-11-15,56,45,United States,Connecticut,652.00,346.28,6
"849001",2017-04-28,2017,1852515,Albert Pickney,Male,1936-11-06,90,57,United States,New Mexico,1585.93,856.62,9
"849002",2017-04-28,2017,2030678,Nina Davidsen,Female,1951-05-06,75,63,United States,Utah,1409.91,761.55,3
"849003",2017-04-28,2017,461163,Laura Theiss,Female,1951-04-05,75,22,Germany,Freistaat Thüringen,64.90,31.81,1
"849004",2017-04-28,2017,1707959,Rodney Randall,Male,1956-12-16,70,55,United States,Nevada,248.00,165.83,1
"850000",2017-04-29,2017,1211642,Anthony Coy,Male,1944-08-09,82,54,United States,Nebraska,19398.94,12946.11,7
"850001",2017-04-29,2017,1228187,Dianne Avalos,Female,1989-04-23,37,65,United States,West Virginia,894.95,456.17,6
"850002",2017-04-29,2017,798120,Alba Panicucci,Female,1952-08-05,74,28,Italy,Caltanissetta,398.00,214.98,2
"850003",2017-04-29,2017,579567,Uta Nadel,Female,1994-09-01,32,23,Germany,Hamburg,624.00,337.05,3
"850004",2017-04-29,2017,1541000,Adam Davis,Male,1937-10-31,89,50,United States,Kansas,1574.84,784.67,12
"850005",2017-04-29,2017,1662334,Chad Beale,Male,1991-12-26,35,55,United States,Nevada,200.00,108.03,1
"850006",2017-04-29,2017,2059592,Joyce Neil,Female,1946-11-10,80,53,United States,Montana,10853.47,6476.61,24
"850007",2017-04-29,2017,454548,Stephanie Meier,Female,1979-12-23,47,19,Germany,Berlin,362.00,195.52,2
"850008",2017-04-29,2017,921384,Courtney Hurst,Female,1951-05-21,75,42,United Kingdom,North Down,399.00,195.58,1
"850009",2017-04-29,2017,1504353,Harriet Babcock,Female,2000-11-08,26,59,United States,Oregon,1528.75,893.73,6
"850010",2017-04-29,2017,1223048,Lynn Lowe,Female,1973-04-01,53,48,United States,Idaho,826.00,446.18,7
"850011",2017-04-29,2017,762498,Carlo Boni,Male,1970-06-25,56,29,Italy,Enna,2880.00,1555.60,10
"852000",2017-05-01,2017,2014226,Theodor Kristoffersen,Male,1973-01-08,53,47,United States,Hawaii,871.98,531.66,4
"852001",2017-05-01,2017,1950457,David Eberhart,Male,1963-10-14,63,0,Online,Online,724.90,389.62,17
"852002",2017-05-01,2017,1281684,Doris Thomas,Female,1953-07-13,73,64,United States,Washington DC,587.90,302.56,3
"852004",2017-05-01,2017,497679,Bernd Holtzmann,Male,1985-12-12,41,27,Germany,Sachsen-Anhalt,790.00,426.70,5
"852005",2017-05-01,2017,2070269,Jerrold Tucker,Male,1952-04-29,74,50,United States,Kansas,5027.07,2678.98,17
"852006",2017-05-01,2017,1207301,Charlene Hobbs,Female,1989-03-06,37,55,United States,Nevada,3977.94,1949.86,8
"853000",2017-05-02,2017,877812,Gijsbertha van Ginneken,Female,1972-08-16,54,32,Netherlands,Flevoland,3272.00,1603.84,8
"853001",2017-05-02,2017,1335875,William Reed,Male,1999-08-02,27,55,United States,Nevada,1694.90,835.58,3
"853003",2017-05-02,2017,1234232,Hubert Fernandez,Male,1998-08-23,28,0,Online,Online,5214.00,3486.48,6
"853004",2017-05-02,2017,778636,Ivo Cremonesi,Male,1962-11-14,64,28,Italy,Caltanissetta,888.00,593.79,3
"853005",2017-05-02,2017,1606767,Andrew Baker,Male,1982-11-16,44,0,Online,Online,79.80,43.10,2
"853006",2017-05-02,2017,1824297,Kenneth Davis,Male,1948-12-20,78,50,United States,Kansas,5225.00,3267.48,15
"853007",2017-05-02,2017,729681,Rossana Padovesi,Female,1981-04-18,45,29,Italy,Enna,109.97,71.76,3
"853008",2017-05-02,2017,585968,Ulrike Braun,Female,1945-09-11,81,0,Online,Online,2798.56,1692.29,15
"854000",2017-05-03,2017,793867,Giraldo Zetticci,Male,1997-03-31,29,30,Italy,Pesaro,359.97,176.46,3
"854001",2017-05-03,2017,1819252,Ariel Robinson,Female,1977-09-29,49,50,United States,Kansas,9685.95,5215.49,17
"854002",2017-05-03,2017,1263798,Tammy Irizarry,Female,1999-04-19,27,54,United States,Nebraska,2737.97,1670.19,5
"854003",2017-05-03,2017,1373561,Ollie Davis,Female,1979-04-25,47,44,United States,Arkansas,380.00,205.24,4
"854004",2017-05-03,2017,1491550,Irene Hall,Female,1972-12-11,54,63,United States,Utah,559.98,274.48,2
"854005",2017-05-03,2017,1524551,Rosa Karam,Female,1956-07-18,70,54,United States,Nebraska,1783.90,1118.96,8
"854006",2017-05-03,2017,357853,Felisa Hopps,Female,1959-01-21,67,8,Canada,Newfoundland and Labrador,1297.83,728.97,7
"854007",2017-05-03,2017,443858,Philipp Fuchs,Male,1936-08-19,90,23,Germany,Hamburg,739.92,399.66,4
"854010",2017-05-03,2017,494291,Julia Reiniger,Female,1987-06-13,39,20,Germany,Brandenburg,7339.20,4825.30,10
"854011",2017-05-03,2017,1458811,Gerald Gracia,Male,1970-01-02,56,61,United States,South Carolina,2400.00,1296.32,8
"855000",2017-05-04,2017,1579735,Thomas Hernandez,Male,1987-08-23,39,50,United States,Kansas,21.56,10.56,4
"855002",2017-05-04,2017,1512289,Erica Pritchett,Female,1977-12-11,49,55,United States,Nevada,6588.72,3973.37,13
"855003",2017-05-04,2017,1218776,Charles Huntington,Male,1965-11-10,61,0,Online,Online,724.00,391.04,4
"855004",2017-05-04,2017,639433,Zara Thibodeau,Female,1939-03-14,87,0,Online,Online,1249.81,652.58,7
"855005",2017-05-04,2017,1432379,Ann Ruvalcaba,Female,1990-01-07,36,0,Online,Online,104.64,52.32,6
"855006",2017-05-04,2017,1723372,Barbara Myers,Female,1987-06-23,39,61,United States,South Carolina,254.98,137.72,3
"855008",2017-05-04,2017,139376,Leo Cuni,Male,1969-08-13,57,1,Australia,Australian Capital Territory,49.50,26.73,3
"855009",2017-05-04,2017,240085,Jena Lundy,Female,1972-12-05,54,10,Canada,Nunavut,879.80,431.24,4
"855010",2017-05-04,2017,971822,David Manning,Male,1984-12-19,42,38,United Kingdom,Belfast,574.47,281.59,5
"855011",2017-05-04,2017,723572,Gaspare Trevisan,Male,1991-07-18,35,29,Italy,Enna,233.80,126.28,2
"855012",2017-05-04,2017,1284621,Loida Leahy,Female,2001-07-07,25,66,United States,Wyoming,3784.20,2018.54,17
"856000",2017-05-05,2017,177231,Bailey Gibson,Male,1983-10-31,43,5,Australia,Victoria,1319.70,646.86,6
"856001",2017-05-05,2017,290747,Maria Entrekin,Female,1993-07-30,33,9,Canada,Northwest Territories,637.66,344.42,3
"856002",2017-05-05,2017,2079366,Mathias Filemonsen,Male,1997-08-06,29,54,United States,Nebraska,4839.00,2630.89,11
"856003",2017-05-05,2017,500332,Daniel Kuester,Male,1994-04-07,32,23,Germany,Hamburg,34.40,18.60,5
"856004",2017-05-05,2017,1363404,Carlos Stewart,Male,1993-03-06,33,43,United States,Alaska,1617.85,862.26,8
"856005",2017-05-05,2017,1143203,Sam Murray,Male,1952-07-26,74,41,United Kingdom,Fermanagh,1938.00,1295.90,2
"856006",2017-05-05,2017,1436857,Melissa Lozano,Female,1956-03-02,70,47,United States,Hawaii,5838.00,3312.11,17
"856007",2017-05-05,2017,1116156,Anna Moran,Female,1964-01-17,62,40,United Kingdom,Dungannon and South Tyrone,3556.00,1743.07,7
"856008",2017-05-05,2017,253505,Sherry Frazier,Female,1981-07-26,45,9,Canada,Northwest Territories,6170.95,4081.42,10
"857000",2017-05-06,2017,2040948,Petronio Alicea,Male,1968-04-05,58,54,United States,Nebraska,1038.94,526.91,6
"857001",2017-05-06,2017,250944,Dallas Hudson,Male,1976-03-01,50,10,Canada,Nunavut,1445.73,952.10,5
"857002",2017-05-06,2017,1633967,Wayne Banks,Male,1979-03-31,47,64,United States,Washington DC,49.95,24.50,5
"857004",2017-05-06,2017,1668237,Patricia Clark,Female,1937-02-26,89,56,United States,New Hampshire,297.44,145.78,7
"857006",2017-05-06,2017,1306301,Scott Slowik,Male,1938-08-23,88,0,Online,Online,337.94,182.56,8
"857009",2017-05-06,2017,484299,Robert Gruenewald,Male,1976-08-12,50,19,Germany,Berlin,10599.77,6909.39,5
"857010",2017-05-06,2017,709437,Fiorenzo Greco,Male,1965-03-08,61,30,Italy,Pesaro,116.84,57.29,7
"857011",2017-05-06,2017,1155341,Millie Brown,Female,1999-11-24,27,37,United Kingdom,Ayrshire,12459.00,8269.37,11
"857012",2017-05-06,2017,1906975,Jules Boncoeur,Male,1983-09-03,43,54,United States,Nebraska,1625.86,904.46,9
"857013",2017-05-06,2017,1753601,Teresa Baxter,Female,1943-08-30,83,48,United States,Idaho,9280.95,6036.29,14
"857014",2017-05-06,2017,133986,Lilly Cade,Female,1961-07-17,65,6,Australia,Western Australia,10871.85,7269.76,10
"857015",2017-05-06,2017,2093741,Jarmila H�jkov�,Female,1945-03-11,81,57,United States,New Mexico,4175.79,2703.06,7
"858000",2017-05-07,2017,1359483,Betty McKinney,Female,1938-08-06,88,65,United States,West Virginia,1973.99,1087.23,4
"859001",2017-05-08,2017,1582684,Loretta Antoine,Female,1996-11-24,30,59,United States,Oregon,518.00,253.90,6
"859002",2017-05-08,2017,379536,Coleman Smith,Male,1978-04-01,48,10,Canada,Nunavut,1269.98,734.08,5
"859003",2017-05-08,2017,1109419,Ruby Joyce,Female,2000-11-12,26,41,United Kingdom,Fermanagh,791.00,427.25,1
"859004",2017-05-08,2017,2074698,Jir� Urban,Male,1947-09-22,79,53,United States,Montana,1193.00,634.50,8
"859005",2017-05-08,2017,215236,Marlene Blume,Female,1972-08-11,54,9,Canada,Northwest Territories,53.97,29.16,3
"860000",2017-05-09,2017,1491814,Yong Bastarache,Female,1980-05-18,46,50,United States,Kansas,1239.00,820.84,5
"860001",2017-05-09,2017,397223,Clifford Glover,Male,1943-11-11,83,0,Online,Online,640.78,332.08,8
"860002",2017-05-09,2017,1075069,Zara Gregory,Female,1952-05-24,74,40,United Kingdom,Dungannon and South Tyrone,681.64,342.79,4
"860004",2017-05-09,2017,970480,Mohammad Wilkins,Male,1970-09-19,56,0,Online,Online,281.00,137.74,1
"860005",2017-05-09,2017,616346,Jeoffroi Potvin,Male,1979-03-09,47,17,France,Martinique,3050.57,1687.94,16
"860006",2017-05-09,2017,954712,Imogen Gould,Female,1935-06-15,91,40,United Kingdom,Dungannon and South Tyrone,2340.60,1318.78,15
"860007",2017-05-09,2017,1160349,Jessica Bates,Female,1936-02-12,90,41,United Kingdom,Fermanagh,738.00,398.64,4
"860008",2017-05-09,2017,470965,Juliane Brandt,Female,1982-09-08,44,27,Germany,Sachsen-Anhalt,1592.20,1064.67,1
"861000",2017-05-10,2017,1800716,Leona Edwards,Female,1970-11-10,56,64,United States,Washington DC,360.00,194.46,3
"861001",2017-05-10,2017,331990,Megan Rayborn,Female,1961-08-18,65,0,Online,Online,2829.49,1410.12,11
"861002",2017-05-10,2017,1722802,Robert Stancil,Male,1964-02-25,62,66,United States,Wyoming,1053.30,542.07,14
"861005",2017-05-10,2017,820276,Magdalena van de Griend,Female,1987-04-27,39,32,Netherlands,Flevoland,1564.97,973.23,4
"861006",2017-05-10,2017,430140,Uwe Herz,Male,1994-12-31,32,23,Germany,Hamburg,329.97,161.73,3
"861007",2017-05-10,2017,1317031,Alice Reyes,Female,1995-06-10,31,55,United States,Nevada,3160.30,1549.09,9
"861008",2017-05-10,2017,435599,Kristin Kortig,Female,1972-10-03,54,27,Germany,Sachsen-Anhalt,3852.35,1959.45,22
"861009",2017-05-10,2017,873057,Luis van der Ben,Male,1987-10-27,39,34,Netherlands,Groningen,1271.98,850.54,2
"861010",2017-05-10,2017,943160,Edward Mills,Male,1976-01-20,50,36,United Kingdom,Armagh,1406.47,887.58,9
"861011",2017-05-10,2017,65283,Jessica Latham,Female,1943-04-05,83,0,Online,Online,3200.80,2009.71,11
"862000",2017-05-11,2017,1259448,Howard Rothe,Male,1939-12-01,87,57,United States,New Mexico,213.96,106.79,6
"862001",2017-05-11,2017,1507090,Thomas Thomas,Male,1992-01-19,34,0,Online,Online,89.95,48.60,5
"862002",2017-05-11,2017,1877836,Isabelle Harris,Female,1973-06-08,53,50,United States,Kansas,934.94,500.26,6
"862003",2017-05-11,2017,2096777,Yves Busson,Male,1965-05-06,61,57,United States,New Mexico,1258.00,679.54,12
"862004",2017-05-11,2017,554210,Michael Lemann,Male,1974-09-14,52,23,Germany,Hamburg,9729.93,6489.68,15
"862005",2017-05-11,2017,702273,Artemio Udinesi,Male,1998-03-03,28,28,Italy,Caltanissetta,2270.49,1220.73,13
"862006",2017-05-11,2017,1268661,Michael Whitehurst,Male,1957-02-21,69,50,United States,Kansas,5748.97,2817.99,13
"862007",2017-05-11,2017,1377272,Tomas Powell,Male,1990-10-01,36,55,United States,Nevada,5481.99,3633.44,7
"862008",2017-05-11,2017,1820327,Joshua Davis,Male,1971-05-04,55,66,United States,Wyoming,1021.98,533.57,4
"862009",2017-05-11,2017,1502234,Joann Becerra,Female,1944-03-09,82,47,United States,Hawaii,2307.00,1190.80,14
"862010",2017-05-11,2017,1785735,Tressie Mitchell,Female,1998-05-20,28,45,United States,Connecticut,269.90,132.30,1
"862012",2017-05-11,2017,1122810,Tia O'Brien,Female,1959-06-30,67,40,United Kingdom,Dungannon and South Tyrone,2327.28,1381.57,19
"863000",2017-05-12,2017,1409986,Dean Moldenhauer,Male,1941-10-19,85,0,Online,Online,963.97,636.57,4
"863001",2017-05-12,2017,1483256,Al James,Male,1942-04-18,84,66,United States,Wyoming,2425.89,1620.36,7
